mkb_code;recommendation;del_freq;use_freq;type
B17.1;Осмотр (консультация) врачом- анестезиологом-реаниматологом повторный;0,1;1;im
B17.1;Ежедневный осмотр врачом- инфекционистом с наблюдением и уходом среднего и младшего медицинского персонала в отделении стационара;1;20;im
B17.1;Прием (осмотр, консультация) врача-кардиолога повторный;0,01;1;im
B17.1;Осмотр (консультация) врача- физиотерапевта;0,5;2;im
B17.1;Прием (осмотр, консультация) врача-эндокринолога повторный;0,01;1;im
B17.1;Исследование уровня общего глобулина в крови;0,5;2;im
B17.1;Определение альбумин/глобулинового соотношения в крови;0,5;2;im
B17.1;Исследование уровня глобулиновых фракций в крови;0,5;2;im
B17.1;Определение протромбинового (тромбопластинового) времени в крови или в плазме;0,25;3;im
B17.1;Общий (клинический) анализ крови развернутый;1;2;im
B17.1;Анализ крови биохимический общетерапевтический;1;3;im
B17.1;Рентгенография легких;0,3;1;im
B17.1;Прием (осмотр, консультация) врача-педиатра первичный;0,5;1;pr
B17.1;Исследование уровня щелочной фосфатазы в крови;0,3;1;li
B17.1;Определение протромбинового (тромбопластинового) времени в крови или в плазме;1;1;li
B17.1;Определение антител к сероварам иерсинии энтероколитика (Yersinia enterocolitica) в крови;0,3;1;li
B17.1;Определение антител классов M, G (IgM, IgG) к иерсинии энтероколитика (Yersinia enterocolitica) в крови;0,3;1;li
B17.1;Определение антител классов M, G (IgM, IgG) к иерсинии псевдотуберкулеза (Yersinia pseudotuberculosis) в крови;0,3;1;li
B17.1;Бактериологическое исследование кала на возбудителя дизентерии (Shigella spp.);1;1;li
B17.1;Бактериологическое исследование кала на тифо- паратифозные микроорганизмы (Salmonella typhi);1;1;li
B17.1;Бактериологическое исследование кала на сальмонеллы (Salmonella spp.);1;1;li
B17.1;Бактериологическое исследование кала на иерсинии (Yersinia spp.);1;1;li
B17.1;Общий (клинический) анализ крови;1;1;li
B17.1;Копрологическое исследование;1;1;li
B17.1;Регистрация электрокардиограммы;0,01;1;im
B17.1;Морфологическое исследование препарата тканей печени;0,2;1;li
B17.1;Цитологическое исследование препарата тканей печени;0,2;1;li
B17.1;Исследование уровня гамма- глютамилтранспетидазы крови;0,5;1;li
B17.1;Исследование уровня амилазы в крови;0,3;1;li
B17.1;Исследование уровня щелочной фосфатазы в крови;0,8;1;li
B17.1;Исследование уровня гаптоглобина крови;0,05;1;li
B17.1;Исследование уровня альфа- фетопротеина в сыворотке крови;0,01;1;li
B17.1;Исследование тимоловой и сулемовой проб в сыворотке крови;1;1;li
B17.1;Исследование физических свойств дуоденального содержимого;0,1;1;li
B17.1;Исследование химических свойств дуоденального содержимого;0,1;1;li
B17.1;Исследование дуоденального содержимого микроскопическое;0,1;1;li
B17.1;Исследование CD3+ лимфоцитов;0,05;1;li
B17.1;Исследование CD4+ лимфоцитов;0,05;1;li
B17.1;Исследование CD8+ лимфоцитов;0,05;1;li
B17.1;Исследование CD16+/ CD56+ лимфоцитов;0,05;1;li
B17.1;Исследование CD19+ лимфоцитов;0,05;1;li
B17.1;Исследование CB20+ лимфоцитов;0,05;1;li
B17.1;Исследование CB21+ лимфоцитов;0,05;1;li
B17.1;Исследование CD25+ лимфоцитов;0,05;1;li
B17.1;Исследование CD45+ лимфоцитов;0,05;1;li
B17.1;Исследование CD3+/-HLADR+/- лимфоцитов;0,05;1;li
B17.1;Исследование HLADR+/-лимфоцитов;0,05;1;li
B17.1;Проведение серологической реакции на различные инфекции, вирусы;0,1;5;li
B17.1;Исследование антител к тироглобулину в сыворотке крови;0,05;1;li
B17.1;Исследование антител к ткани щитовидной железы в крови;0,05;1;li
B17.1;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,1;1;li
B17.1;Молекулярно-биологическое исследование крови на вирусный гепатит C (Hepatitis C virus);1;1;li
B17.1;Молекулярно-биологическое исследование плазмы крови на концентрацию РНК вируса иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV- 1);1;1;li
B17.1;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;0,02;1;li
B17.1;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;0,02;1;li
B17.1;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;0,1;1;li
B17.1;Определение антител классов M, G (IgM, IgG) к неструктурированным белкам (a-NS3, a-NS4, a-NS5) вируса гепатита C (Hepatitus C virus) в крови;1;1;li
B17.1;Комплекс исследований для диагностики системной красной волчанки;0,01;1;li
B17.1;Эзофагогастродуоденоскопия со стимуляцией желчеотделения;0,01;1;im
B17.1;Ультразвуковое исследование органов брюшной полости (комплексное);0,7;1;im
B17.1;Компьютерная томография органов брюшной полости;0,01;1;im
B17.1;Компьютерная томография органов брюшной полости и забрюшинного пространства;0,01;1;im
B17.1;Компьютерная томография органов брюшной полости и забрюшинного пространства с внутривенным болюсным контрастированием;0,01;1;im
B17.1;Компьютерная томография органов брюшной полости с внутривенным болюсным контрастированием;0,01;1;im
B17.1;Спиральная компьютерная томография органов брюшной полости с внутривенным болюсным контрастированием, мультипланарной и трехмерной реконструкцией;0,01;1;im
B17.1;Прием (осмотр, консультация) врача-гастроэнтеролога первичный;0,05;1;pr
B17.1;Прием (осмотр, консультация) врача-гематолога первичный;0,05;1;pr
B17.1;Прием (осмотр, консультация) врача - детского хирурга первичный;0,05;1;pr
B17.1;Прием (осмотр, консультация) врача-оториноларинголога первичный;0,1;1;pr
B17.1;Исследование уровня амилазы в крови;0,5;1;li
B17.1;Исследование уровня щелочной фосфатазы в крови;0,5;1;li
B17.1;Ультразвуковое исследование органов брюшной полости (комплексное);1;1;im
B17.1;Регистрация электрокардиограммы;0,2;1;im
B17.1;Морфологическое исследование препарата тканей печени;1;1;li
B17.1;Цитологическое исследование препарата тканей печени;1;1;li
B17.1;Исследование уровня общих липидов в крови;0,5;1;li
B17.1;Исследование уровня триглицеридов в крови;0,5;1;li
B17.1;Исследование уровня холестерина в крови;0,5;1;li
B17.1;Исследование уровня липопротеинов в крови;0,5;1;li
B17.1;Исследование уровня гамма- глютамилтрансферазы в крови;0,5;1;li
B17.1;Исследование уровня гамма- глютамилтранспетидазы крови;0,3;1;li
B17.1;Исследование уровня амилазы в крови;1;1;li
B17.1;Исследование уровня щелочной фосфатазы в крови;1;1;li
B17.1;Исследование физических свойств дуоденального содержимого;0,05;1;li
B17.1;Исследование химических свойств дуоденального содержимого;0,05;1;li
B17.1;Исследование дуоденального содержимого микроскопическое;0,05;1;li
B17.1;Исследование CD16+/CD56+ лимфоцитов;0,05;1;li
B17.1;Исследование CD20+ лимфоцитов;0,05;1;li
B17.1;Исследование CD21+ лимфоцитов;0,05;1;li
B17.1;Исследование HLADR+/- лимфоцитов;0,05;1;li
B17.1;Проведение серологической реакции на различные инфекции, вирусы;0,1;1;li
B17.1;Молекулярно-биологическое исследование плазмы крови на концентрацию РНК вируса иммунодефицита человека ВИЧ- 1 (Human immunodeficiency virus HIV-1);1;1;li
B17.1;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;0,05;1;li
B17.1;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;1;1;li
B17.1;Дуплексное сканирование сосудов печени;0,01;1;im
B17.1;Ультразвуковое исследование желчного пузыря с определением его сократимости;0,1;1;im
B17.1;Магнитно-резонансная холангиография;0,01;1;im
B17.1;Дуоденальное зондирование с анализом содержимого;0,05;1;im
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Прием (осмотр, консультация) врача-инфекциониста первичный;1;1;pr
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Прием (осмотр, консультация) врача-педиатра первичный;0,1;1;pr
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня железа сыворотки крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня трансферрина сыворотки крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня общих липидов в крови;1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня щелочной фосфатазы в крови;0,5;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня факторов свертывания в крови;0,2;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование тимоловой и сулемовой проб в сыворотке крови;0,2;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня (концентрации) изоферментов креатинкиназы в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение протромбинового (тромбопластинового) времени в крови или в плазме;1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование антител к антигенам ядра клетки и ДНК;0,1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование антител к антигенам печеночной ткани в крови;0,1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование антител к антигенам мышечной ткани в крови;0,1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование антител к антигенам митохондрий в крови;0,1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит C (Hepatitis C virus);0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит B (Hepatitis B virus);0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит D (Hepatitis D virus);0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBeAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBcAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBeAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBsAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к неструктурированным белкам (a-NS3, a-NS4, a-NS5) вируса гепатита C (Hepatitus C virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к вирусу гепатита D (Hepatitis D virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к вирусу гепатита E (Hepatitis E virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена вируса гепатита C (Hepatitis C virus) в крови;0,3;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Общий (клинический) анализ крови развернутый;1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Анализ крови биохимический общетерапевтический;1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Анализ мочи общий;1;1;li
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Эзофагогастродуоденоскопия;0,3;1;im
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Ультразвуковое исследование органов брюшной полости (комплексное);0,8;1;im
B18.0|B18.1|B18.|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Регистрация электрокардиограммы;0,3;1;im
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Прием (осмотр, консультация) врача-инфекциониста первичный;1;1;pr
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Прием (осмотр, консультация) врача-педиатра первичный;0,1;1;pr
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня железа сыворотки крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня трансферрина сыворотки крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня общих липидов в крови;1;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня щелочной фосфатазы в крови;0,5;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня факторов свертывания в крови;0,2;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование тимоловой и сулемовой проб в сыворотке крови;0,2;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Исследование уровня (концентрации) изоферментов креатинкиназы в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение протромбинового (тромбопластинового) времени в крови или в плазме;1;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит C (Hepatitis C virus);0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит B (Hepatitis B virus);0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Молекулярно-биологическое исследование крови на вирусный гепатит D (Hepatitis D virus);0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBeAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена к вирусу гепатита B (HBcAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBeAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBsAg Hepatitis B virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к неструктурированным белкам (a-NS3, a-NS4, a-NS5) вируса гепатита C (Hepatitis C virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к вирусу гепатита D (Hepatitis D virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антител классов M, G (IgM, IgG) к вирусу гепатита E (Hepatitis E virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Определение антигена вируса гепатита C (Hepatitis C virus) в крови;0,3;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Общий (клинический) анализ крови развернутый;1;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Анализ крови биохимический общетерапевтический;1;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Анализ мочи общий;1;1;li
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Эзофагогастродуоденоскопия;0,3;1;im
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Ультразвуковое исследование органов брюшной полости (комплексное);0,8;1;im
B18.0|B18.1|B18.2|B18.8|B18.9|B19.9|B25.1|K77.0|B94.2;Регистрация электрокардиограммы;0,3;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача- инфекциониста первичный;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача- оториноларинголога первичный;0,05;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача- офтальмолога первичный;0,05;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача- педиатра первичный;0,5;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача- трансфузиолога первичный;0,12;3;im
B18.0|B18.1|B18.2|B18.8|B18.9;Прием (осмотр, консультация) врача-хирурга первичный;0,01;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Наименование медицинской услуги;Усредненный;Усредненный;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня общего кальция в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня неорганического фосфора в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня хлоридов в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня гамма- глютамилтрансферазы в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня амилазы в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование уровня щелочной фосфатазы в крови;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование кала на скрытую кровь;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Исследование кала на гельминты;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение основных групп крови (A, B, 0);0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение резус- принадлежности;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение протромбинового (тромбопластинового) времени в крови или в плазме;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антигена к вирусу гепатита B (HBeAg Hepatitis B virus) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-2 (Human immunodeficiency virus HIV 2) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Определение антител к сероварам иерсинии энтероколитика (Yersinia enterocolitica) в крови;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Бактериологическое исследование кала на возбудителя дизентерии (Shigella spp.);1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Бактериологическое исследование кала на тифо- паратифозные микроорганизмы (Salmonella typhi);1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Бактериологическое исследование кала на сальмонеллы (Salmonella spp.);1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Бактериологическое исследование кала на иерсинии (Yersinia spp.);1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Общий (клинический) анализ крови развернутый;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Анализ крови биохимический общетерапевтический;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Анализ мочи общий;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Копрологическое исследование;1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Ультразвуковое исследование органов брюшной полости (комплексное);1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Регистрация электрокардиограммы;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Рентгенография легких;0,1;1;im
B18.0|B18.1|B18.2|B18.8|B18.9;Обзорный снимок брюшной полости и органов малого таза;0,01;1;im
B18.1;Прием (осмотр, консультация) врача- акушера-гинеколога первичный;0,25;1;pr
B18.1;Осмотр (консультация) врачом-анестезиологом- реаниматологом первичный;0,01;1;pr
B18.1;Прием (осмотр, консультация) врача- инфекциониста первичный;1;1;pr
B18.1;Прием (осмотр, консультация) врача- хирурга первичный;0,01;1;pr
B18.1;Прием (осмотр, консультация) врача- эндокринолога первичный;0,01;1;pr
B18.1;Наименование медицинской услуги;Усредненный показатель частоты предоставления;Усредненный показатель кратности применения;im
B18.1;Исследование уровня альбумина в крови;1;1;im
B18.1;Исследование уровня общего глобулина в крови;1;1;im
B18.1;Определение альбумин/глобулинового соотношения в крови;1;1;im
B18.1;Исследование уровня глобулиновых фракций в крови;1;1;im
B18.1;Определение протромбинового (тромбопластинового) времени в крови или в плазме;1;1;im
B18.1;Проведение реакции Вассермана (RW);1;1;im
B18.1;Проведение серологической реакции на различные инфекции, вирусы;0,5;1;im
B18.1;Молекулярно-биологическое исследование крови на вирус Эпштейна-Барра (Epstein - Barr virus);0,01;1;im
B18.1;Молекулярно-биологическое исследование крови на хламидии (Chlamydia spp.);0,001;1;im
B18.1;Молекулярно-биологическое исследование крови на токсоплазмы (Toxoplasma gondii);0,001;1;im
B18.1;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,001;1;im
B18.1;Молекулярно-биологическое исследование крови на вирусный гепатит B (Hepatitis B virus);1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к цитомегаловирусу (Cytomegalovirus) в крови;0,1;1;im
B18.1;Определение антител к капсидному антигену вируса Эпштейна-Барра VCA (IgM) (диагностика острой инфекции) в крови;0,01;1;im
B18.1;Определение антител классов A, M, G (IgM, IgA, IgG) к лямблиям в крови;0,01;1;im
B18.1;Определение антител классов M, G (IgG, IgM) к вирусу гепатита A (Hepatitis A virus) в крови;1;1;im
B18.1;Определение антигена к вирусу гепатита B (HBeAg Hepatitis B virus) в крови;1;1;im
B18.1;Определение антигена к вирусу гепатита B (HBsAg Hepatitis B virus) в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HBeAg Hepatitis B virus) в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к антигену вирусного гепатита B (HbcAg Hepatitis B virus) в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к вирусному гепатиту C (Hepatitis C virus) в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к вирусу гепатита D (Hepatitis D virus) в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-1 (Human immunodeficiency virus HIV 1)в крови;1;1;im
B18.1;Определение антител классов M, G (IgM, IgG) к вирусу иммунодефицита человека ВИЧ-2 (Human immunodeficiency virus HIV 2) в крови;1;1;im
B18.1;Определение антител к лептоспире интерроганс (Leptospira interrogans) в крови;0,01;1;im
B18.1;Определение антител к вирусу геморрагической лихорадки с почечным синдромом в крови;0,01;1;im
B18.1;Бактериологическое исследование кала на аэробные и факультативно- анаэробные микроорганизмы;0,01;1;im
B18.1;Молекулярно-биологическое исследование мочи на цитомегаловирус (Cytomegalovirus);0,01;1;im
B18.1;Общий (клинический) анализ крови развернутый;1;1;im
B18.1;Анализ крови биохимический общетерапевтический;1;1;im
B18.1;Анализ мочи общий;1;1;im
B18.1;Эзофагогастродуоденоскопия;0,1;1;im
B18.1;Эхокардиография;0,002;1;im
B18.1;Ультразвуковое исследование органов брюшной полости (комплексное);1;1;im
B18.1;Регистрация электрокардиограммы;1;1;im
B18.1;Флюорография легких цифровая;1;1;im
B18.2;Прием (осмотр, консультация) врача-гастроэнтеролога первичный;0,25;1;pr
B18.2;Прием (осмотр, консультация) врача-инфекциониста первичный;1;1;pr
B18.2;Прием (осмотр, консультация) врача-хирурга первичный;0,1;1;pr
B18.2;Прием (осмотр, консультация) врача-эндокринолога первичный;0,1;1;pr
B18.2;Цитологическое исследование препарата тканей печени;0,015;1;li
B18.2;Исследование уровня общего трийодтиронина (T3) в крови;0,3;1;li
B18.2;Исследование уровня свободного тироксина (T4) сыворотки крови;0,3;1;li
B18.2;Исследование тиреотропина сыворотки крови;0,3;1;li
B18.2;Исследование уровня хорионического гонадотропина в крови;0,01;1;li
B18.2;Исследование уровня липазы в сыворотке крови;0,1;1;li
B18.2;Определение основных групп крови (A, B, 0);1;1;li
B18.2;Определение резус- принадлежности;1;1;li
B18.2;Определение протромбинового (тромбопластинового) времени в крови или в плазме;0,1;1;li
B18.2;Исследование антител к антигенам ядра клетки и ДНК;0,1;1;li
B18.2;Проведение реакции Вассермана (RW);1;1;li
B18.2;Проведение серологической реакции на различные инфекции, вирусы;0,01;1;li
B18.2;Молекулярно-биологическое исследование крови на вирус Эпштейна-Барра (Epstein - Barr virus);0,01;1;li
B18.2;Молекулярно-биологическое исследование крови на хламидии (Chlamydia spp.);0,01;1;li
B18.2;Молекулярно-биологическое исследование крови на токсоплазмы (Toxoplasma gondii);0,01;1;li
B18.2;Молекулярно-биологическое исследование крови на цитомегаловирус (Cytomegalovirus);0,01;1;li
B18.2;Молекулярно-биологическое исследование крови на вирусный гепатит C (Hepatitis C virus);1;1;li
